trade_date,open,high,low,close,amt_change,pct_change
2015-11-03,1.5419,1.5444,1.5357,1.5416,-0.0001,-0.01
2015-11-04,1.5416,1.5443,1.5356,1.5385,-0.0031,-0.2
2015-11-05,1.5384,1.5401,1.5201,1.5209,-0.0176,-1.14
2015-11-06,1.5209,1.5219,1.5023,1.5056,-0.0153,-1.01
2015-11-09,1.505,1.5127,1.5038,1.5116,0.006,0.4
2015-11-10,1.5118,1.5145,1.5089,1.5134,0.0018,0.12
2015-11-11,1.5133,1.5228,1.5112,1.5221,0.0087,0.57
2015-11-12,1.5219,1.5245,1.5171,1.5229,0.0008,0.05
2015-11-13,1.5229,1.5263,1.5185,1.5231,0.0002,0.01
2015-11-16,1.5215,1.5228,1.5179,1.5196,-0.0035,-0.23
2015-11-17,1.5198,1.5238,1.5153,1.5213,0.0017,0.11
2015-11-18,1.5214,1.5248,1.5185,1.5237,0.0024,0.16
2015-11-19,1.5238,1.5335,1.5222,1.5283,0.0046,0.3
2015-11-20,1.5281,1.5309,1.518,1.5189,-0.0094,-0.62
2015-11-23,1.5188,1.5195,1.5104,1.5124,-0.0065,-0.43
2015-11-24,1.5122,1.5155,1.5051,1.5074,-0.005,-0.33
2015-11-25,1.5078,1.5135,1.5053,1.5122,0.0048,0.32
2015-11-26,1.5121,1.5131,1.5063,1.5098,-0.0024,-0.16
2015-11-27,1.5102,1.5106,1.5028,1.5035,-0.0063,-0.42
2015-11-30,1.5034,1.5068,1.4991,1.5055,0.002,0.13
2015-12-01,1.5052,1.5125,1.5048,1.5076,0.0021,0.14
2015-12-02,1.5073,1.5083,1.4893,1.4944,-0.0132,-0.88
2015-12-03,1.4945,1.5158,1.4902,1.513,0.0186,1.24
2015-12-04,1.5136,1.5155,1.5076,1.511,-0.002,-0.13
2015-12-07,1.5106,1.5115,1.5036,1.5046,-0.0064,-0.42
2015-12-08,1.5047,1.506,1.4954,1.5006,-0.004,-0.27
2015-12-09,1.5007,1.519,1.5001,1.5179,0.0173,1.15
2015-12-10,1.5181,1.5201,1.511,1.5157,-0.0022,-0.14
2015-12-11,1.5158,1.5238,1.5123,1.5215,0.0058,0.38
2015-12-14,1.5194,1.523,1.5105,1.5155,-0.006,-0.39
2015-12-15,1.5154,1.5185,1.5025,1.5042,-0.0113,-0.75
2015-12-16,1.5042,1.5097,1.4962,1.4973,-0.0069,-0.46
2015-12-17,1.4971,1.5003,1.4862,1.4927,-0.0046,-0.31
2015-12-18,1.4923,1.4949,1.4883,1.4895,-0.0032,-0.21
2015-12-21,1.4905,1.4929,1.4875,1.4888,-0.0007,-0.05
2015-12-22,1.4887,1.4907,1.4802,1.4821,-0.0067,-0.45
2015-12-23,1.4821,1.49,1.4815,1.4874,0.0053,0.36
2015-12-24,1.4873,1.4945,1.4861,1.4932,0.0058,0.39
2015-12-25,1.4931,1.4975,1.4878,1.4932,0,0
2015-12-28,1.4921,1.4934,1.487,1.4891,-0.0041,-0.27
2015-12-29,1.4889,1.4914,1.4783,1.4821,-0.007,-0.47
2015-12-30,1.4819,1.4848,1.479,1.4817,-0.0004,-0.03
2015-12-31,1.4815,1.4844,1.4722,1.4748,-0.0069,-0.47
2016-01-01,1.4748,1.4748,1.4734,1.4743,-0.0005,-0.03
